model_name,x,y,model_name,batch,tier,final_score,pbr_type,base_color_score,normal_score,roughness_score,metallic_score,normal_map_expected_score,normal_map_pred_score,roughness_expected_score,roughness_pred_score,metallic_expected_score,metallic_pred_score,base_color_expected_score,base_color_pred_score
3d66__4__44358_柜子1,7.2330098152160645,11.531530380249023,3d66__4__44358_柜子1,batch_1,Tier 5 (勉强可用),1.29,physical,2,0,0,5,0.006072653457522392,0,0.05212366580963135,0,4.861053943634033,5,2.097679853439331,0
3d66__4__46488_摆件02_None,11.129532814025879,13.499634742736816,3d66__4__46488_摆件02_None,batch_1,Tier 5 (勉强可用),1.14,physical,2,0,1,3,0.016612563282251358,0,0.19633473455905914,0,1.935777187347412,0,3.0735740661621094,5
3d66__4__48457_摆件16_None,14.411819458007812,6.773523807525635,3d66__4__48457_摆件16_None,batch_1,Tier 5 (勉强可用),1.0,physical,2,0,2,0,1.7196288837340035e-10,0,3.3846848011016846,5,0.5427023768424988,0,3.81231689453125,5
3d66__5__50061_床100,13.226430892944336,6.466029167175293,3d66__5__50061_床100,batch_1,Tier 5 (勉强可用),0.5,uncertain,1,0,1,0,5.606341613173527e-09,0,1.2243733406066895,0,0.037893146276474,0,3.154576301574707,5
3d66__5__51279_双人床,13.280499458312988,6.328702449798584,3d66__5__51279_双人床,batch_1,Tier 5 (勉强可用),1.04,physical,3,0,1,0,9.186562692775624e-07,0,0.11480417102575302,0,0.5952934622764587,0,2.864246129989624,5
3d66__5__54691_凳子02_None,9.065999984741211,13.399505615234375,3d66__5__54691_凳子02_None,batch_1,Tier 4 (手游级),1.79,physical,3,0,1,5,0.016461148858070374,0,0.4090670645236969,0,4.688990116119385,5,2.6064934730529785,5
3d66__5__56112_台灯,12.215319633483887,13.859408378601074,3d66__5__56112_台灯,batch_1,Tier 5 (勉强可用),1.45,physical,2,0,2,3,0.15885724127292633,0,1.1002837419509888,0,2.1784780025482178,0,2.716613292694092,5
3d66__6__62192_床,12.244696617126465,5.783687591552734,3d66__6__62192_床,batch_1,Tier 5 (勉强可用),1.48,physical,3,0,0,5,8.146329832925403e-08,0,4.2240826587658376e-05,0,4.731634616851807,5,3.3304591178894043,5
3d66__6__62487_组005_5,13.071941375732422,6.979953289031982,3d66__6__62487_组005_5,batch_1,Tier 5 (勉强可用),0.84,physical,2,0,2,0,5.1277198508614674e-05,0,1.2474713325500488,0,0.46249544620513916,0,2.8361339569091797,5
3d66__6__63133_摆件004_None,14.489192962646484,6.2727508544921875,3d66__6__63133_摆件004_None,batch_1,Tier 4 (手游级),1.75,physical,2,0,2,5,4.093750214035144e-14,0,1.2002301216125488,0,4.558826446533203,5,2.8731331825256348,5
3d66__6__65301_椅子001_None,8.95400619506836,8.670001029968262,3d66__6__65301_椅子001_None,batch_1,Tier 5 (勉强可用),0.69,physical,2,0,1,0,8.61200169310905e-06,0,0.7082346677780151,0,0.11062922328710556,0,2.0069005489349365,0
3d66__6__66770_椅子002,13.948040008544922,5.566806316375732,3d66__6__66770_椅子002,batch_1,Tier 5 (勉强可用),1.14,physical,2,0,1,3,4.416923912124032e-13,0,0.1914350688457489,0,3.145494222640991,5,3.0370354652404785,5
3d66__6__68534_摆件017_1,8.006377220153809,11.47354507446289,3d66__6__68534_摆件017_1,batch_1,Tier 4 (手游级),2.09,physical,3,0,3,5,0.009737879037857056,0,4.256245136260986,5,4.920631408691406,5,2.9420981407165527,5
3d66__6__69398_工具012_None,14.297404289245605,6.4405012130737305,3d66__6__69398_工具012_None,batch_1,Tier 5 (勉强可用),0.84,physical,2,0,1,1,7.398740647923674e-11,0,0.06873241811990738,0,0.8330155611038208,0,1.8704551458358765,0
3d66__7__75833_雕塑016,14.325322151184082,6.3225603103637695,3d66__7__75833_雕塑016,batch_1,Tier 5 (勉强可用),1.15,physical,2,0,2,1,2.1577908730641138e-12,0,1.7431905269622803,0,2.3942651748657227,0,2.2502119541168213,0
3d66__7__77492_椅子001_None,14.06417465209961,5.679999828338623,3d66__7__77492_椅子001_None,batch_1,Tier 4 (手游级),1.6,physical,2,0,1,5,9.769197322433533e-16,0,0.5458759069442749,0,4.6286773681640625,5,2.273791790008545,0
3d66__7__77609_灯,14.08679485321045,7.077881813049316,3d66__7__77609_灯,batch_1,Tier 5 (勉强可用),1.0,physical,2,0,1,1,5.548870376514969e-07,0,0.9450212717056274,0,4.113280773162842,5,1.8096277713775635,0
3d66__8__84076_椅子008,9.33893871307373,8.408586502075195,3d66__8__84076_椅子008,batch_1,Tier 5 (勉强可用),0.89,physical,2,1,0,0,0.8702893257141113,0,0.019516585394740105,0,0.5533246994018555,0,2.0356686115264893,0
3d66__8__87510_摆件-9,9.164692878723145,9.065128326416016,3d66__8__87510_摆件-9,batch_1,Incorrect (不可用),0.46,physical,0,0,1,1,0.030021976679563522,0,0.09392128884792328,0,2.0415420532226562,0,1.1578760147094727,0
3d66__8__89556_橱柜,13.387493133544922,6.586703300476074,3d66__8__89556_橱柜,batch_1,Tier 4 (手游级),1.6,physical,2,0,1,5,1.76325414713574e-07,0,0.30569690465927124,0,4.805731773376465,5,1.726644515991211,0
3d66__8__89820_灯1_None,11.970558166503906,13.721643447875977,3d66__8__89820_灯1_None,batch_1,Tier 5 (勉强可用),1.0,physical,2,0,1,1,0.01516677625477314,0,0.9165723919868469,0,2.0509982109069824,0,2.368257522583008,0
3d66__9__9596_雕塑01,14.245348930358887,6.6387553215026855,3d66__9__9596_雕塑01,batch_1,Tier 5 (勉强可用),1.3,physical,2,0,1,3,4.175810808249025e-09,0,0.6619820594787598,0,2.0069525241851807,0,1.844269871711731,0
3d66__9__96458_木制靠椅_None,13.874855995178223,5.607223033905029,3d66__9__96458_木制靠椅_None,batch_1,Tier 5 (勉强可用),1.45,physical,2,0,2,3,4.9969756658234735e-14,0,0.9612007141113281,0,3.0225844383239746,5,2.6947336196899414,5
3d66__9__97040_微波炉-61,13.023833274841309,7.030280590057373,3d66__9__97040_微波炉-61,batch_1,Tier 5 (勉强可用),0.69,physical,2,0,1,0,0.0006239514332264662,0,0.5325697660446167,0,1.5287810564041138,0,1.3423125743865967,0
abo__3__B07HSHTN13,8.803130149841309,8.779813766479492,abo__3__B07HSHTN13,batch_1,Incorrect (不可用),0.46,physical,0,0,2,0,0.20429402589797974,0,0.5839977860450745,0,0.055635370314121246,0,2.9935309886932373,5
abo__C__B07YPV3KTC,10.510315895080566,8.849241256713867,abo__C__B07YPV3KTC,batch_1,Tier 4 (手游级),1.5,physical,2,1,2,1,0.1867760419845581,0,0.7753559350967407,0,1.7818479537963867,0,0.9045482277870178,0
abo__C__B074VL1JQC,7.792141914367676,12.434706687927246,abo__C__B074VL1JQC,batch_1,Tier 3 (游戏级),2.72,physical,4,3,0,5,2.9198317527770996,5,0.09153900295495987,0,4.909083843231201,5,3.4380407333374023,5
abo__W__B07RPZSM4W,7.62545919418335,10.281149864196777,abo__W__B07RPZSM4W,batch_1,Tier 4 (手游级),1.94,physical,3,0,2,5,0.01310603879392147,0,0.3456696569919586,0,4.827589511871338,5,3.521226167678833,5
games__Aircraft_Carrier_Survival__Placeable_TikiPole_Complete_2,9.089150428771973,15.27413272857666,games__Aircraft_Carrier_Survival__Placeable_TikiPole_Complete_2,batch_1,Tier 2 (高级/AAA),3.65,stylized,4,3,3,5,3.7949576377868652,5,2.6262292861938477,3,4.97562313079834,5,3.7264089584350586,5
games__Bassmaster_Fishing__062_SM_Microphone01_Microphone01_with_tex_None,11.6765718460083,13.680645942687988,games__Bassmaster_Fishing__062_SM_Microphone01_Microphone01_with_tex_None,batch_1,Tier 4 (手游级),1.69,physical,2,2,0,3,1.2482893466949463,0,0.1183868944644928,0,1.8206589221954346,0,3.14212703704834,5
games__Darksiders_Genesis__387_Dn_EN_Crate_Ornate_B_None,7.719987392425537,12.635635375976562,games__Darksiders_Genesis__387_Dn_EN_Crate_Ornate_B_None,batch_1,Tier 3 (游戏级),2.63,stylized,4,4,1,0,2.988645553588867,5,0.10001865029335022,0,4.884012222290039,5,3.6580138206481934,5
games__DD2__sm50_521_00mesh_None,11.891871452331543,13.930401802062988,games__DD2__sm50_521_00mesh_None,batch_1,Tier 4 (手游级),2.43,stylized,4,0,4,5,0.0065642306581139565,0,2.5817487239837646,3,4.776664733886719,5,3.5409905910491943,5
games__DD2__tops_614_am_mmesh_None_None,8.144915580749512,14.136760711669922,games__DD2__tops_614_am_mmesh_None_None,batch_1,Tier 3 (游戏级),3.15,physical,3,3,2,5,2.8218884468078613,5,2.1666674613952637,0,4.9521002769470215,5,3.224520683288574,5
games__Deceive_Inc__1109_SM_VendingMachine_02_1,8.948915481567383,10.72697925567627,games__Deceive_Inc__1109_SM_VendingMachine_02_1,batch_1,Tier 4 (手游级),2.45,stylized,3,1,2,5,0.6242187023162842,0,0.7871804237365723,0,4.2103095054626465,5,3.406529188156128,5
games__Dota_2__eye_of_lyralei,10.289941787719727,14.956376075744629,games__Dota_2__eye_of_lyralei,batch_1,Tier 4 (手游级),1.79,stylized,3,0,1,5,0.07622363418340683,0,0.6156615614891052,0,4.959314346313477,5,2.5023303031921387,5
games__Dota_2__northern_forester_sniper_None,13.20927906036377,11.15379810333252,games__Dota_2__northern_forester_sniper_None,batch_1,Tier 5 (勉强可用),1.38,stylized,4,0,1,1,0.11322922259569168,0,0.9772877097129822,0,1.43519926071167,0,3.748316764831543,5
games__Dota_2__pugna_researcher_of_oblivion_magic_1,12.287921905517578,11.133033752441406,games__Dota_2__pugna_researcher_of_oblivion_magic_1,batch_1,Tier 4 (手游级),1.53,stylized,4,0,3,0,0.3508605360984802,0,1.614087700843811,0,0.029101571068167686,0,2.9996771812438965,5
games__Dota_2__silver_dragon_king_weapon_None,13.804076194763184,14.754677772521973,games__Dota_2__silver_dragon_king_weapon_None,batch_1,Tier 3 (游戏级),3.28,stylized,4,5,2,1,4.980903625488281,5,3.1840150356292725,5,2.979055404663086,5,3.1571176052093506,5
games__Empires_Of_The_Undergrowth__320_Mound_Entrance_Freeplay_None,8.339262962341309,15.081510543823242,games__Empires_Of_The_Undergrowth__320_Mound_Entrance_Freeplay_None,batch_1,Tier 2 (高级/AAA),3.5,stylized,3,4,2,5,4.8441996574401855,5,2.431450605392456,3,4.986944198608398,5,3.9020628929138184,5
games__Forgive_Me_Father__157_Path_14_StaticMesh_with_tex_None,7.8072662353515625,12.159499168395996,games__Forgive_Me_Father__157_Path_14_StaticMesh_with_tex_None,batch_1,Tier 5 (勉强可用),0.54,physical,2,0,0,0,0.45612668991088867,0,0.039202120155096054,0,3.639094591140747,5,2.6126670837402344,5
games__Half_Life_Alyx__tenements_roof_chimneys_section_1_None,7.916210651397705,11.969207763671875,games__Half_Life_Alyx__tenements_roof_chimneys_section_1_None,batch_1,Tier 4 (手游级),2.17,physical,5,0,1,5,2.660733222961426,5,0.25746339559555054,0,4.852329730987549,5,4.2257609367370605,5
games__Half_Life_Alyx__top11,9.404739379882812,14.946568489074707,games__Half_Life_Alyx__top11,batch_1,Tier 4 (手游级),1.64,physical,3,0,3,2,0.4027162790298462,0,2.388272285461426,2,4.91297721862793,5,3.7415831089019775,5
games__Life_Is_Strange_Remastered__074_SK_Tech_Microphone01_None,12.133601188659668,14.0757417678833,games__Life_Is_Strange_Remastered__074_SK_Tech_Microphone01_None,batch_1,Tier 3 (游戏级),3.3,stylized,3,3,3,5,1.0405687093734741,0,1.9284605979919434,0,4.894585609436035,5,3.2329487800598145,5
games__Monster_Hunter_Rise__sm824_066_00mesh_LOD0_1_01,9.660745620727539,12.3599853515625,games__Monster_Hunter_Rise__sm824_066_00mesh_LOD0_1_01,batch_1,Tier 3 (游戏级),2.54,physical,3,3,3,1,3.3077895641326904,5,2.7782626152038574,5,1.0935242176055908,0,4.149497032165527,5
games__Phoenix_Point__667_ALN_Queen_Right_Arm_Gun_None,9.559015274047852,15.10096549987793,games__Phoenix_Point__667_ALN_Queen_Right_Arm_Gun_None,batch_1,Tier 2 (高级/AAA),3.54,stylized,4,4,1,5,4.847695827484131,5,0.20592200756072998,0,4.958536148071289,5,4.021928787231445,5
games__Resident_Evil_2__sm35_004_PendantLight01A_00msmesh_None,12.370909690856934,13.454279899597168,games__Resident_Evil_2__sm35_004_PendantLight01A_00msmesh_None,batch_1,Tier 3 (游戏级),3.34,stylized,4,3,3,4,2.002643585205078,0,2.7519326210021973,5,3.784454584121704,5,3.4699819087982178,5
games__Resident_Evil_3__1170_sm20_408_es_bathroomdoor01a_00msmesh_None,11.606867790222168,8.729195594787598,games__Resident_Evil_3__1170_sm20_408_es_bathroomdoor01a_00msmesh_None,batch_1,Tier 3 (游戏级),3.19,physical,3,4,3,3,4.210470676422119,5,2.494717597961426,3,2.1818439960479736,0,3.2524495124816895,5
games__Resident_Evil_3__1712_sm10_401_es_outdoorplant01a_00msmesh_None,8.81067943572998,13.204432487487793,games__Resident_Evil_3__1712_sm10_401_es_outdoorplant01a_00msmesh_None,batch_1,Tier 2 (高级/AAA),3.5,physical,3,4,2,5,4.4538774490356445,5,2.2310738563537598,0,4.901675701141357,5,4.642430305480957,5
games__Resident_Evil_3__1725_sm73_201_warehousekey01a_00mdmesh_None,13.216817855834961,13.41146469116211,games__Resident_Evil_3__1725_sm73_201_warehousekey01a_00mdmesh_None,batch_1,Tier 2 (高级/AAA),3.96,stylized,3,4,4,5,4.821557998657227,5,4.462117671966553,5,3.7579517364501953,5,3.180222511291504,5
games__Resident_Evil_7_Biohazard__1241_sm0568_woodboard01emesh_None,9.058494567871094,11.930766105651855,games__Resident_Evil_7_Biohazard__1241_sm0568_woodboard01emesh_None,batch_1,Tier 2 (高级/AAA),3.99,physical,5,3,4,5,2.4990580081939697,0,3.4804508686065674,5,4.941332817077637,5,3.6908724308013916,5
games__Resident_Evil_Village__2785_sm29_093_firewoodhut_00mesh_None,13.365099906921387,7.279847621917725,games__Resident_Evil_Village__2785_sm29_093_firewoodhut_00mesh_None,batch_1,Tier 5 (勉强可用),1.34,physical,3,0,3,0,8.825148944957562e-12,0,2.4515380859375,3,0.032688818871974945,0,3.933851957321167,5
games__Street_Fighter_6__1714_sm66_154_doorb_00mesh_None,10.165030479431152,9.045748710632324,games__Street_Fighter_6__1714_sm66_154_doorb_00mesh_None,batch_1,Tier 5 (勉强可用),1.34,physical,3,0,2,1,2.3959923822758356e-08,0,1.3611077070236206,0,0.010384656488895416,0,2.671649932861328,5
games__Warhammer_40K_Rogue_Trader__1023_Character.animator_663_None,16.308053970336914,9.97618293762207,games__Warhammer_40K_Rogue_Trader__1023_Character.animator_663_None,batch_1,Tier 4 (手游级),1.97,physical,4,3,0,0,3.648991823196411,5,0.0201425664126873,0,0.003789807204157114,0,4.129304885864258,5
games__Wasteland_3__Ranger_Male_891_None,16.303409576416016,9.974210739135742,games__Wasteland_3__Ranger_Male_891_None,batch_1,Tier 4 (手游级),1.78,physical,3,3,0,0,3.4158987998962402,5,0.018760284408926964,0,0.0033967415802180767,0,3.751638889312744,5
hssd__8be12bde64c1540adeb4237219dff8a004c442ff,10.188448905944824,8.880918502807617,hssd__8be12bde64c1540adeb4237219dff8a004c442ff,batch_1,Tier 5 (勉强可用),0.73,physical,3,0,0,0,0.01181812584400177,0,0.04325897991657257,0,0.1545821577310562,0,4.487897872924805,5
hssd__xxxx8fef0b6fx2748x49e1xb5cbx543d7b04c65a,12.04471492767334,9.265488624572754,hssd__xxxx8fef0b6fx2748x49e1xb5cbx543d7b04c65a,batch_1,Tier 4 (手游级),2.34,physical,3,2,2,3,0.813402533531189,0,0.4759487509727478,0,1.6960771083831787,0,3.909364700317383,5
kitbash__5b7d0144de3da088b59f64db4c4c39edc756ba939b239c14ef46f54762e0b561,9.908829689025879,10.998847007751465,kitbash__5b7d0144de3da088b59f64db4c4c39edc756ba939b239c14ef46f54762e0b561,batch_1,Tier 5 (勉强可用),1.34,physical,3,0,3,0,0.6463338136672974,0,4.436570644378662,5,3.4621422290802,5,3.863308906555176,5
kitbash__414c070f8eacb379242d579dc2819c442d1b2a15df76e812c362907cb4b03823,7.675869941711426,14.31551742553711,kitbash__414c070f8eacb379242d579dc2819c442d1b2a15df76e812c362907cb4b03823,batch_1,Tier 2 (高级/AAA),3.65,physical,4,3,3,5,4.8415398597717285,5,3.512131929397583,5,4.999637126922607,5,3.840463638305664,5
kitbash__0690de6307f712af6c45c9d92ae97d4cb8e1f4e7cf9dd9ed3f863323c3822805,9.407947540283203,10.612713813781738,kitbash__0690de6307f712af6c45c9d92ae97d4cb8e1f4e7cf9dd9ed3f863323c3822805,batch_1,Tier 2 (高级/AAA),3.6,physical,4,5,3,0,4.303341865539551,5,2.7907309532165527,5,3.9458587169647217,5,4.421381950378418,5
megascan__31b2b6e60fc3b5322e9c5b85b3fe23cc89ac3069f90ef22f89dfd603e108779d,7.952463150024414,14.642533302307129,megascan__31b2b6e60fc3b5322e9c5b85b3fe23cc89ac3069f90ef22f89dfd603e108779d,batch_1,Tier 2 (高级/AAA),4.04,physical,4,5,2,5,4.99948787689209,5,2.164332866668701,0,4.966708183288574,5,4.335563659667969,5
pbrmax__00175_MD_Pier_17,7.8709869384765625,14.355661392211914,pbrmax__00175_MD_Pier_17,batch_1,Tier 4 (手游级),2.13,physical,4,0,2,5,2.993657350540161,5,2.714221954345703,5,4.894750118255615,5,4.604318141937256,5
pbrmax__10034_MD_Stone_10,8.628408432006836,14.550430297851562,pbrmax__10034_MD_Stone_10,batch_1,Tier 3 (游戏级),2.65,physical,3,2,1,5,2.0276949405670166,0,0.23559853434562683,0,4.979850769042969,5,3.9833931922912598,5
pbrmax__PlayingCard,8.058542251586914,11.43855094909668,pbrmax__PlayingCard,batch_1,Tier 2 (高级/AAA),3.53,physical,5,3,2,5,3.512418508529663,5,0.9876569509506226,0,4.933190822601318,5,4.171247959136963,5
project-aria__Pottery_B099D9DXQ9_SmallWhite,9.129085540771484,13.472977638244629,project-aria__Pottery_B099D9DXQ9_SmallWhite,batch_1,Tier 4 (手游级),2.3,physical,2,2,1,5,0.8475334048271179,0,0.20000548660755157,0,4.813822269439697,5,4.114656448364258,5
sketchfab__0b__0bc43737bc0643c589480e222307c8cd_None,10.780088424682617,10.118572235107422,sketchfab__0b__0bc43737bc0643c589480e222307c8cd_None,batch_1,Tier 4 (手游级),1.68,physical,4,0,3,1,2.556903123855591,5,3.0356602668762207,5,0.5069135427474976,0,4.092644691467285,5
sketchfab__0d__0dc11b8edbe84faeb8d94dbf631165e0,12.155519485473633,13.58526611328125,sketchfab__0d__0dc11b8edbe84faeb8d94dbf631165e0,batch_1,Tier 5 (勉强可用),1.15,physical,2,0,2,1,0.00014792487490922213,0,0.3796801269054413,0,2.1955697536468506,0,2.170123338699341,0
sketchfab__0d__0dd2e63b1b4142c7825ac4a0b28b0057_None,9.131711959838867,14.783445358276367,sketchfab__0d__0dd2e63b1b4142c7825ac4a0b28b0057_None,batch_1,Tier 2 (高级/AAA),3.65,physical,3,4,3,5,4.177565574645996,5,2.648758888244629,3,4.933770179748535,5,3.782647132873535,5
sketchfab__01__01e7635d7401478286a27bc6126d17e5,13.605928421020508,15.202706336975098,sketchfab__01__01e7635d7401478286a27bc6126d17e5,batch_1,Tier 3 (游戏级),2.88,stylized,4,3,4,1,2.2713427543640137,0,3.6113197803497314,5,3.2152509689331055,5,2.623290777206421,5
sketchfab__01__0103cee67a4f4895b973de3501e7705d,13.597524642944336,10.54450798034668,sketchfab__01__0103cee67a4f4895b973de3501e7705d,batch_1,Tier 4 (手游级),1.79,physical,3,0,3,3,0.9768180251121521,0,3.233156681060791,5,1.7862311601638794,0,3.8115408420562744,5
sketchfab__1a__1a3b0a1ec8c349a5be20cf66ee2a1d92_wooden-bookshelf,8.902902603149414,11.264427185058594,sketchfab__1a__1a3b0a1ec8c349a5be20cf66ee2a1d92_wooden-bookshelf,batch_1,Tier 3 (游戏级),2.8,stylized,3,2,2,5,1.9611749649047852,0,0.8779497146606445,0,4.4226298332214355,5,4.06165885925293,5
sketchfab__1b__1b20e8217ccf43129321396d451ebbdc,11.259350776672363,11.888219833374023,sketchfab__1b__1b20e8217ccf43129321396d451ebbdc,batch_1,Tier 3 (游戏级),3.04,stylized,3,4,2,3,2.7790539264678955,5,1.0094380378723145,0,0.08469484746456146,0,3.954421281814575,5
sketchfab__2b__2b34dc543cbf429f8a53c4da19bf2c05_None,8.29161262512207,13.72558879852295,sketchfab__2b__2b34dc543cbf429f8a53c4da19bf2c05_None,batch_1,Tier 3 (游戏级),2.61,physical,2,2,2,5,1.84159517288208,0,3.9872636795043945,5,4.948014736175537,5,2.3716351985931396,0
sketchfab__2e__2ea7efcc42514bd6a70bc9fc76063380_None,12.074051856994629,10.67237663269043,sketchfab__2e__2ea7efcc42514bd6a70bc9fc76063380_None,batch_1,Tier 4 (手游级),1.83,physical,4,0,5,0,2.192786693572998,0,4.994382858276367,5,2.19978404045105,0,3.8830831050872803,5
sketchfab__2e__2efed2241e074fcc92f156d5d21dc9bf,14.278690338134766,11.95194149017334,sketchfab__2e__2efed2241e074fcc92f156d5d21dc9bf,batch_1,Tier 4 (手游级),1.68,physical,4,0,3,1,2.5704426765441895,5,3.323424816131592,5,1.521420955657959,0,3.4227075576782227,5
sketchfab__3b__3b42f7d5fd7e4cc98b5e6bf2f5a5b9f4_None,11.252098083496094,14.35519790649414,sketchfab__3b__3b42f7d5fd7e4cc98b5e6bf2f5a5b9f4_None,batch_1,Tier 3 (游戏级),2.62,physical,0,4,1,5,0.1310482919216156,0,0.36371666193008423,0,4.602141857147217,5,2.3676652908325195,0
sketchfab__3d__3d9197a9cddf40a3950ddaf3482cb4ff_1,12.038834571838379,9.217476844787598,sketchfab__3d__3d9197a9cddf40a3950ddaf3482cb4ff_1,batch_1,Tier 5 (勉强可用),1.15,physical,2,0,2,1,3.9108996391296387,5,1.6873397827148438,0,2.167358875274658,0,3.1739253997802734,5
sketchfab__04__045bc9ced34f4746a56e0ff97b42cfbc,8.981644630432129,10.585159301757812,sketchfab__04__045bc9ced34f4746a56e0ff97b42cfbc,batch_1,Tier 5 (勉强可用),1.48,stylized,3,0,0,5,1.5882600545883179,0,0.017797019332647324,0,4.60215425491333,5,3.547698497772217,5
sketchfab__4c__4c5c993f84fe41a2872d9c3858b983f5,13.716873168945312,8.25949764251709,sketchfab__4c__4c5c993f84fe41a2872d9c3858b983f5,batch_1,Tier 5 (勉强可用),1.19,stylized,3,0,1,1,0.00011082046694355085,0,0.9309134483337402,0,2.4796714782714844,0,3.3530867099761963,5
sketchfab__5c__5c929b830039471fb85ab6c0de356a25_None,7.361635208129883,11.551645278930664,sketchfab__5c__5c929b830039471fb85ab6c0de356a25_None,batch_1,Tier 4 (手游级),1.94,stylized,3,0,2,5,0.024522414430975914,0,0.9792413711547852,0,4.868631839752197,5,1.9895633459091187,0
sketchfab__5c__5cb4edcca3ce4d68a9d6adae8abcc9c4,13.030234336853027,13.956205368041992,sketchfab__5c__5cb4edcca3ce4d68a9d6adae8abcc9c4,batch_1,Tier 3 (游戏级),2.58,physical,0,3,3,4,3.3087053298950195,5,4.145834445953369,5,3.813112258911133,5,1.716623067855835,0
sketchfab__5e__5e647edafd0f40d0b37e54fc5b61706b,12.928508758544922,13.828413963317871,sketchfab__5e__5e647edafd0f40d0b37e54fc5b61706b,batch_1,Tier 5 (勉强可用),1.34,stylized,3,0,2,1,0.2807192802429199,0,1.8195068836212158,0,2.814687728881836,5,3.3891048431396484,5
sketchfab__5e__5ebe058e57f045f6b4c8a53b0f03dca7_mushroom-2_3,8.420008659362793,14.306632995605469,sketchfab__5e__5ebe058e57f045f6b4c8a53b0f03dca7_mushroom-2_3,batch_1,Tier 2 (高级/AAA),4.04,physical,4,5,2,5,4.999724388122559,5,2.3695600032806396,2,4.9588470458984375,5,4.077793598175049,5
sketchfab__6d__6d974c71e7b547afa04c04b719a37b91_None,11.890412330627441,9.274616241455078,sketchfab__6d__6d974c71e7b547afa04c04b719a37b91_None,batch_1,Tier 4 (手游级),2.17,physical,5,0,3,3,1.4652845859527588,0,3.3565196990966797,5,2.3433046340942383,0,3.76393985748291,5
sketchfab__6f__6f53c1041e974f4fbaed2b1a15db7b1e,14.394332885742188,11.87390422821045,sketchfab__6f__6f53c1041e974f4fbaed2b1a15db7b1e,batch_1,Tier 4 (手游级),1.69,physical,3,1,3,0,1.5305944681167603,0,2.426729679107666,2,1.2169420719146729,0,3.365363359451294,5
sketchfab__7a__7ac52e96434b42d28ff718b716758f07_2,8.536063194274902,14.923771858215332,sketchfab__7a__7ac52e96434b42d28ff718b716758f07_2,batch_1,Tier 2 (高级/AAA),3.69,physical,5,3,2,5,4.1758222579956055,5,1.775599718093872,0,4.901544094085693,5,4.090205669403076,5
sketchfab__7a__7adb446935c44ca0abcea9b15263fb24_2,7.267138957977295,11.64210033416748,sketchfab__7a__7adb446935c44ca0abcea9b15263fb24_2,batch_1,Tier 4 (手游级),1.64,physical,2,1,0,5,0.3665875196456909,0,0.09628970921039581,0,4.800317287445068,5,3.1069092750549316,5
